1,31.95376472,-89.23450472,40.57027778,-75.48830556
1,30.68586111,-95.01792778,46.6485775,-97.00564306
1,38.94574889,-104.5698933,34.23758944,-98.74200917
1,42.74134667,-78.05208056,38.99017472,-122.8997175
1,30.6880125,-81.90594389,38.20241667,-121.2684167
1,34.49166667,-88.20111111,35.73338222,-98.73063833
1,32.85048667,-86.61145333,41.26320889,-122.2719528
1,43.08751,-88.17786917,31.671005,-92.15846722
1,40.67331278,-80.64140639,31.6058475,-90.40931583
1,40.44725889,-92.22696056,30.87046278,-87.81738167
1,33.93011222,-89.34285194,47.10391667,-122.2871944
1,46.88384889,-96.35089861,46.27110639,-106.6239206
1,41.51961917,-87.40109333,46.32763139,-119.9705964
1,31.42127556,-97.79696778,48.19018611,-116.9093644
1,39.60416667,-116.0050597,42.24714972,-111.33826
1,32.46047167,-85.68003611,36.80833833,-107.6514444
1,41.98934083,-88.10124278,42.00942944,-101.7693439
1,48.88434111,-99.62087694,31.95376472,-89.23450472
1,33.53456583,-89.31256917,30.68586111,-95.01792778
1,41.43156583,-74.39191722,38.94574889,-104.5698933
1,41.97602222,-114.6580911,42.74134667,-78.05208056
1,41.30716667,-85.06433333,30.6880125,-81.90594389
1,32.52883861,-94.97174556,34.49166667,-88.20111111
1,42.57450861,-84.81143139,32.85048667,-86.61145333
1,41.11668056,-98.05033639,43.08751,-88.17786917
1,32.52943944,-86.32822139,40.67331278,-80.64140639
1,48.30079861,-102.4063514,40.44725889,-92.22696056
1,40.65138528,-98.07978667,33.93011222,-89.34285194
1,32.76124611,-89.53007139,46.88384889,-96.35089861
1,32.11931306,-88.1274625,41.51961917,-87.40109333
1,31.07447222,-81.42777778,31.42127556,-97.79696778
1,41.63695083,-99.34038139,39.60416667,-116.0050597
1,33.99150222,-90.078145,32.46047167,-85.68003611
1,38.86872333,-77.00747583,41.98934083,-88.10124278
1,35.98531194,-85.80931806,48.88434111,-99.62087694
1,32.93679056,-87.08888306,33.53456583,-89.31256917
1,36.37094306,-82.17374111,41.43156583,-74.39191722
1,61.93396417,-162.8929358,41.97602222,-114.6580911
1,44.42506444,-70.80784778,41.30716667,-85.06433333
1,42.60355556,-97.25263889,32.52883861,-94.97174556
1,42.59136361,-72.52275472,42.57450861,-84.81143139
1,44.11672722,-72.82705806,41.11668056,-98.05033639
1,41.25130806,-72.03161139,32.52943944,-86.32822139
1,42.40418556,-88.63343222,48.30079861,-102.4063514
1,42.11388722,-96.72892556,40.65138528,-98.07978667
1,42.35083333,-86.25613889,32.76124611,-89.53007139
1,44.98730556,-99.9535,32.11931306,-88.1274625
1,34.98560639,-106.0094661,31.07447222,-81.42777778
1,35.71765889,-108.2015961,41.63695083,-99.34038139
1,33.60166667,-97.77556,33.99150222,-90.078145
1,41.29028694,-98.99064278,38.86872333,-77.00747583
1,35.38898833,-95.60165111,35.98531194,-85.80931806
1,36.17528,-96.15181028,32.93679056,-87.08888306
1,34.19592833,-96.67555694,36.37094306,-82.17374111
1,43.10318389,-78.70334583,61.93396417,-162.8929358
1,40.39944417,-96.17139694,44.42506444,-70.80784778
1,41.46736111,-84.50655556,42.60355556,-97.25263889
1,42.88062278,-76.78162028,42.59136361,-72.52275472
1,39.0044525,-99.89289917,44.11672722,-72.82705806
1,38.36674167,-84.28410056,41.25130806,-72.03161139
1,31.60016778,-85.23882222,42.40418556,-88.63343222
1,31.04247361,-86.31156111,42.11388722,-96.72892556
1,31.364895,-85.30965556,42.35083333,-86.25613889
1,42.7360825,-94.24524167,44.98730556,-99.9535
1,37.71798833,-117.2384119,34.98560639,-106.0094661
