YYYY/MM/DD Time,PointA_latitude,PointA_longitude,PointB_latitude,PointB_longitude
2017/10/5 8:33,35.88717435,140.1591758,,
2017/10/5 8:41,36.62917422,139.9867039,,
2017/10/5 9:01,35.08406303,137.1800331,,
2017/10/5 9:07,43.12920527,141.362372,,
2017/10/5 9:21,36.30721181,139.8219319,,
2017/10/5 9:23,34.58678109,135.6961032,,
2017/10/5 9:27,36.5902007,139.9174597,,
2017/10/5 9:29,36.02624,140.0878262,,
2017/10/5 9:38,35.56922326,139.7168555,,
2017/10/5 9:56,34.80331195,137.7938875,,
2017/10/5 9:58,36.46688622,139.0210561,,
2017/10/5 9:59,36.46690595,139.021095,,
2017/10/5 10:08,34.47206346,135.4931953,,
2017/10/5 10:39,35.64043232,139.7166587,,
2017/10/5 10:59,34.75827826,135.5002892,,
2017/10/5 11:21,35.2561364,136.8084388,,
2017/10/5 11:53,33.8650488,130.7162755,,
2017/10/5 12:04,34.73357596,135.5826561,,
2017/10/5 12:10,43.0894651,141.3415453,,
2017/10/5 12:30,32.77583845,130.7337514,,
2017/10/5 12:31,36.1691373,139.5306346,,
2017/10/5 12:43,35.4698534,139.5124304,,
2017/10/5 12:50,34.7514538,135.4289645,,
2017/10/5 12:58,34.5959716,133.8945809,,
2017/10/5 13:01,33.62633316,130.7992659,,
2017/10/5 13:05,43.3457401,142.3810679,,
2017/10/5 13:10,35.32464584,136.6950371,,
2017/10/5 13:16,33.62612704,130.7991196,33.62635372,130.7990545
2017/10/5 13:32,34.60885476,136.1342319,,
2017/10/5 13:40,36.5884377,136.632834,,
2017/10/5 13:47,35.65527638,139.3951558,,
2017/10/5 14:24,34.6917712,135.4953618,,
2017/10/5 15:21,35.75312922,140.0369501,,
2017/10/5 15:27,43.1318086,141.3811704,43.1318086,141.3811704
2017/10/5 15:52,35.36184222,139.2339753,,
2017/10/5 15:56,35.46322283,139.6153134,,
2017/10/5 16:06,34.34434159,135.6832564,,
2017/10/5 16:24,26.24639841,127.7128474,26.24626937,127.713045
2017/10/5 16:27,36.59242279,136.6610708,,
2017/10/5 16:30,35.10830688,138.8575828,35.10806113,138.8578617
2017/10/5 17:14,35.681382,139.766084,,
2017/10/5 17:28,36.0224362,140.1239334,,
2017/10/5 17:31,35.85945274,139.7835606,,
2017/10/5 17:32,33.9628705,131.2529591,,
2017/10/5 17:36,33.96017554,132.1462208,,
2017/10/5 18:01,34.28660493,134.0769995,,
2017/10/5 18:18,33.6496523,130.4543089,33.60963935,130.4009863
2017/10/5 18:33,36.33781901,139.0274654,,
2017/10/5 18:40,26.18684432,127.6723467,,
2017/10/5 19:20,34.32077133,134.1829392,,
2017/10/5 20:19,33.97406068,133.2876195,,
2017/10/5 20:47,35.14606254,138.6346035,,
2017/10/5 20:48,33.50199717,130.4849009,,
2017/10/5 21:28,38.3109843,140.3523947,38.31072455,140.3510567
2017/10/5 21:38,36.5866742,136.640445,,
2017/10/5 22:02,34.48669595,133.4010339,,
2017/10/5 22:19,39.65784722,141.163556,,
2017/10/5 22:37,33.86781647,130.7889795,,
2017/10/5 22:40,34.70014027,134.8887878,,
2017/10/5 22:51,35.35981534,136.6225681,,
2017/10/5 22:51,34.4171218,133.3211663,,
2017/10/5 23:06,34.82414624,135.3749782,,
2017/10/5 23:25,35.5354522,139.533436,,
2017/10/6 5:46,33.2824463,130.1571767,,
2017/10/6 5:51,35.89004673,139.4609738,,
2017/10/6 6:59,34.4336645,132.8460771,,
2017/10/6 7:35,34.8412928,137.3214865,,
2017/10/6 7:52,36.59917518,136.6405483,,
2017/10/6 8:22,33.64526225,130.4321089,,
2017/10/6 8:41,34.9598246,135.7306232,,
2017/10/6 8:46,35.6353639,140.1465991,,
2017/10/6 8:51,35.74106585,139.9565519,,
2017/10/6 9:08,34.82841565,135.2945411,,
2017/10/6 9:13,38.69552165,141.4798358,,
2017/10/6 9:17,35.08404033,137.1800264,,
2017/10/6 9:24,35.32093595,136.642916,,
2017/10/6 9:29,36.3920168,139.3660189,,
2017/10/6 9:32,35.0702787,138.4582697,,
2017/10/6 9:37,26.55149506,128.0809665,,
2017/10/6 9:45,35.77189597,139.6577003,,
2017/10/6 9:50,34.61087216,133.784952,,
2017/10/6 9:55,41.81897087,140.7410264,,
2017/10/6 10:02,34.98662825,138.378841,,
2017/10/6 10:09,33.8493107,132.7755387,,
2017/10/6 10:37,35.6482785,139.8903016,,
2017/10/6 11:38,34.97032858,135.8954077,,
2017/10/6 11:45,34.3578751,135.2658135,,
2017/10/6 11:53,34.64451662,133.8738478,,
2017/10/6 12:14,35.7017377,140.0360523,,
2017/10/6 12:33,43.0775859,141.2876781,,
2017/10/6 14:02,35.6521108,138.5677921,,
2017/10/6 14:26,26.27843233,127.7319122,26.2799138,127.7308393
2017/10/6 14:33,36.9851164,140.8824754,,
2017/10/6 14:47,37.7418417,140.4620057,,
2017/10/6 15:34,34.9901396,135.8966747,,
2017/10/6 16:11,38.3338169,140.2732755,38.3338169,140.2732755
2017/10/6 17:05,35.69395771,138.6607809,,
2017/10/6 17:16,33.8446259,130.9429396,,
2017/10/6 17:22,34.95945112,138.3627536,,
2017/10/6 17:24,34.27667017,134.0705454,,
2017/10/6 17:39,37.1287962,138.7599952,,
2017/10/6 18:06,37.10611856,140.2214298,,
2017/10/6 18:22,35.6961917,140.862021,35.71862575,140.6490635
2017/10/6 18:38,34.5678418,136.5347467,,
2017/10/6 18:48,34.5677401,136.5348726,,
2017/10/6 18:49,40.66301339,140.5085337,,
2017/10/6 18:51,36.3133185,139.0435696,,
2017/10/6 19:07,33.90806132,133.1913482,,
2017/10/6 19:15,33.90805848,133.1912659,,
2017/10/6 19:21,34.7900543,135.4422942,,
2017/10/6 19:23,34.01628254,130.9380156,,
2017/10/6 19:41,35.04250773,135.9893034,,
2017/10/6 19:43,35.96703011,139.7931758,,
2017/10/6 19:48,35.04005479,135.9878091,,
2017/10/6 20:12,35.1121861,140.1133514,,
2017/10/6 21:16,32.78681342,130.7052364,,
2017/10/6 21:17,43.0975464,141.3677033,,
2017/10/6 21:45,34.41354314,132.7442829,,
2017/10/6 22:34,34.49538371,135.4665939,,
2017/10/6 22:35,35.06537146,136.9278033,,
2017/10/6 22:49,35.06549751,136.9278241,,
2017/10/6 22:56,42.73292225,141.6466881,,
2017/10/6 23:36,34.57708577,135.8340555,,
2017/10/6 23:40,34.8241933,137.9056068,,
2017/10/7 0:04,36.31723118,139.2044944,36.31814504,139.2008632
2017/10/7 1:07,34.62325435,133.8709853,,
2017/10/7 2:46,35.38030929,136.9700208,,
2017/10/7 3:01,35.669609,139.7655474,,
2017/10/7 5:27,36.09900446,139.6745936,,
2017/10/7 5:47,35.68349269,140.0118051,35.6898366,140.0137363
2017/10/7 7:40,35.71325202,139.8586101,,
2017/10/7 7:58,35.2571492,139.1742578,,
2017/10/7 8:34,34.235358,135.178843,,
2017/10/7 8:39,37.6371774,140.4086793,,
2017/10/7 8:53,35.6933565,139.4481677,,
2017/10/7 8:55,37.7890666,139.1428772,,
2017/10/7 9:02,35.1689684,136.9993195,,
2017/10/7 9:08,36.53964784,139.9152817,,
2017/10/7 9:25,34.450235,132.7025497,34.44961569,132.699653
2017/10/7 9:40,35.50776085,139.6156463,,
2017/10/7 9:40,35.79908929,139.5879005,,
2017/10/7 9:53,33.54279555,130.371297,,
2017/10/7 9:53,37.25913363,140.4268523,,
